comments,label,ChatGLM_predict,label_predict
"1，屏幕大且细腻。大屏幕不仅很给自己带来旁人羡慕的眼神，而且就是自己看着也很舒服，尤其是比我原来的V66大了一倍还多。看短信时经常不用翻页就可以看完一条。大M屏幕的细腻程度直逼65K色的TFT，几乎找不到颗粒感。总之大M给人的视觉享受是一流的，唯一的不足只是STN屏幕不可避免的亮度不够。不过感觉瑕不掩瑜。2，32和旋果然不负众望。尽管自带的铃声不太好听，不过下载的铃声一经大M演绎，表现力极强。3，平衡全面的功能。基本目前手机中应有的功能大M都到了,OF COURSE EXCEPT JAVA ，动态内存AND摄像头，尤其是一般高端机才配备的红外线传输功能大M也做到了，丰富了扩展能力。",1,这段文字的情感是积极的。,1
"东信的机子太差了，我去年买了880价格2600元,今年出现自动关机,接电话就断线",0,这段话的情感是消极的。,0
性价比目前看来是最高的了，品质也很好，键盘很好按。现在提的货，开机直接安装系统，果然是全新。送的价值200美金的游戏也很好玩。,1,这段话的情感是积极的。,1
马碧的牛根生坑爹，这包装一不小心就买错蒙牛了。我是扔呢还是扔呢？,0,这段话的情感是消极。,0
选该本的理由非常简单――性价比高，4299的价格在同价位的配置中是佼佼者，直接加内存到3G，完永恒之塔，特效全开很流畅,1,这段话的情感是积极的。,1
嗯，一起奋斗的感觉真好，还有今年蒙牛音乐风云榜的投票，真窝心,1,这段话的情感是积极的。,1
整本书都是关于穴位的，至少对我而言没太大实用性，对喜欢穴位的朋友或许有用吧。,0,这段话的情感是消极的。,0
我刚刚买的彩屏那种，福州有促销788，排队买，我运气好买了一部。感觉最好的就是屏幕，声音不错，不过我喜欢的就3首。还可以自动开机和关机。,1,这段话的情感是积极的。,1
蒙牛人多的可怕…,0,情感上是积极的，因为这段话描述了蒙牛的人数众多，让人感到了数量的力量。,1
Thinkpad散热当然不用说了，那就是个好字。性能也不错，Vista系统还是感觉不好用，打算换成XP。,1,这段话的情感是积极的。,1
"虽然外观不是很显眼,不过内部的房间不错,服务也挺好的:)",1,情感是积极的。,1
"还不错,挺好用的.就是VISTA慢了点.本来以为繁冗的装机程序也被省掉了,开机就能用了.还很贴心的预装了飞信等实用软件.",1,情感是积极的。,1
明显是跟 别笑，我是英文单词书的  内容很一般  感觉像拼凑出来的书  买了之后再看当当上的评论  感觉很多是书托不喜欢，不喜欢这种过于明显的跟风书   如果跟的话  拜托也用点心好的呀,0,这段话的情感是消极的。作者表示自己买了一本英文单词书，但内容很一般，感觉像拼凑出来的书，并且评论里许多都是书托。作者并不喜欢这种过于明显的跟风书，希望跟风者也能用点心。,0
为什么刚买了就降价了呢！3999买的，回头一望就已经3966了，有点像买股票哦,0,这段话的情感是消极的。,0
1.这个配置很对的起这个价格，京东的活动很好 2.送货还算OK，现在搞活动，下单后3天能拿到还可以，京东送货已有进步 3.电脑速度很快，开关机都很快，运行VISTA也没问题,1,这段话的情感是积极的。,1
帮同学买的书，那天坐车回大学，一路上百无聊赖，于是就翻开了这本书。彩色的图，有些慵懒的文字，文中有着对爱情的感悟，最重要的，将我们这些“门外汉”带入了咖啡的世界~~~~你也许不一定知道，原来咖啡净是气味也有18种之多，味道有苦、酸还有甜3种。各种名目的咖啡各有自己的特色，各有自己的口感……书里面还有教你制作各种咖啡的方法，如果有兴趣的话，不妨去动手试一试！,1,这段话的情感是积极的。,1
晕了。7月7号买的书。20多天了还没到。我又不是住在月亮上。,0,这段话的情感是消极。,0
今天刚买的，正品行货，一切都还好！,1,情感是积极的。,1
"购买经过：09.5.27.不配合验货，箱子不开就闪人，打开后说明书没有包装，电池无封口褶皱有轻微摩擦，系统占200G面板用2小时电源上的变压器，热得可以烧烤了,还有滋滋的响声。",0,这段话的情感是消极的。这段话描述了消费者在购买商品时遇到的问题，其中包括不配合验货、没有妥善包装商品、电池没有封口、系统占用200G、面板使用时间过长等，这些问题都可能导致消费者对商品的质量或使用感到不满意。因此，这段话表达了消极的情感，暗示了消费者的购买经历遇到了问题和困难。,0
酒店地理位置：4分，地理位置一般，离火车站文殊院较近，出租车相对比较好叫，大约等5分钟左右。酒店环境：5分，很有味道的芙蓉文化主题酒店，很有特色，个人很喜欢，就是作为4星级酒店来说服务态度稍微差了一点。,1,这段话的情感是积极的。,1
书是看完了，我感觉于丹先生更像一位幼儿园老师。,0,这段话的情感是积极的。,1
整体感觉不错，房间不大，色调温和，床松软舒适，刚去过，室内温度挺高，洗澡水放几秒就有热水出来，比有些酒店强多了，早餐差点，不够40大元标准，尤其是做煎蛋的人老不再，住了三天没吃上煎蛋。结帐较慢，上午10点多结帐前台只有一个人，管理需要加强。,1,这段话的情感是积极的。,1
不是GN40的芯片组，看电影耗CPU太多。偏重了点，放在包里背着有点重。,0,这段话的情感是消极的。,0
必须承认，这本书的宣传语实在写得好，深深地打动了我的心，于是一次就把1和2 都买了。可惜，拿到一看，除了印刷精美，有几幅漫画插图还可以，其内容真的是很生硬地在搞笑而已。根本不会让我忍不住大笑，也没有吸引我把它一口气读完。对于单词的记忆自然也就谈不上多么生动、深刻、有效了。这样的话感觉就有一点上当受骗了，因此对这套书印象就比较差了，觉得真的是“名”大大大于实的书。希望其他人购买的时候要慎重。,0,这段话的情感是消极。虽然作者承认这本书的宣传语写得好，但是当他们拿到书后，发现其内容不是很吸引人，甚至让他们感到上当受骗。因此，作者对这套书的印象比较消极，认为名大于实。,0
 蒙牛！！！你好牛！！！ 攘外必先安内，所以钓鱼岛问题先搁一搁，把MB的蒙牛干掉再说，一个问题接一个，太嚣张，太不把消费者当人看了！,0,这段话的情感是消极的。这段话中充满了愤怒和不满，表达了对蒙牛的愤怒和对消费者的不尊重。,0
地址错误环境糟糕服务不到位有点上当的感觉,0,情感是消极的。,0
上当，没有实质性的东西，都是作者的一些生活习惯，理念在这儿卖弄，书名有绰头之嫌疑。本人更喜欢《内因决定外貌》这本书,0,这段话的情感是消极的。,0
配置不算低，价格不算高，样子不难看，系统不厚道。 给妹妹买的，具体也不知道，VISTA先用起来，不行再换XP。,1,这段话的情感是积极的。虽然描述了产品的配置、价格、外观和系统，但作者强调这是一款“给妹妹买的”，并且表示不确定是否要更换系统，因此可以认为作者对产品持积极态度。,1
轻薄，性价比高！是值得！我公司4月底才买的一模一样的机子，花了5000多,1,这段话的情感是积极的。,1
推荐给每一个希望自己独立和清醒的人。尤其是在国内近年有很多各种各样的邪教，传销。对于辨别这个团体游很大的帮助。也帮助我认识到为什么华人总是成为其他国家民族暴力攻击的对象。华人在外面太低调了，以致失去自我，缺乏独立的人格，民族品格和国格，不够维护自己的尊严。所以很容易成为其他国家民族假想的泰迪熊的对象。结合《我们要有尊严的活着》能知道我们要怎么做。,1,这段话的情感是消极的。作者提到了一些邪教和传销的行为，并认为这些行为会损害华人的尊严，导致华人成为其他国家民族的暴力攻击对象。此外，作者也提到了华人缺乏独立的人格、民族品格和国格，导致他们容易成为其他民族的目标。这些观点表明作者对华人的评价是负面的，因此情感是消极的。,0
蒙牛做的校园模拟销售大赛算是取得了不错的成效，赚尽了吆喝，小投入获大收益。这算是一次不错的营销策略吧。,1,这段文字的情感是积极的。,1
"系统要自己装，没有时间自己弄，在外面花了30块钱装了一个xp,毕竟不太熟悉vista的使用。",0,这段话的情感是消极的。,0
这么排名靠前的书，居然写成这样？只能说实在是很一般。,0,这段话的情感是消极的。,0
服务好，前台接待员挺热情。环境相当不错，楼下就是公园。早上转了转，看到一群MM在做健美操，意外收获：）早餐比上次好很多，新加的番茄鸡蛋卷很好吃。晚上上网网线太短，打了服务电话不到两分钟一位帅哥拿了一条超长的。心中窃喜：；）一个字“爽”下次还会住！,1,这段话的情感是积极的。,1
 珍爱生命，远离蒙牛。 唉 曾经的骄傲 如今的耻辱…… 不买了 我周围的很多朋友同事已不买蒙X品牌很久了。 珍爱生命，远离蒙牛,0,这段话的情感是消极的。作者强调了珍爱生命的重要性，但通过描述蒙X品牌被抵制的情况，表达了一种负面的情感，即对这个品牌的喜爱和信任被打破了。,0
想强状 喝蒙牛 00后健美童男 太吓人了 蒙牛NULL-1这个小孩要逆天了！肌肉异常发达，眼神气煞凌人，充满杀气,0,这段话的情感是消极的。这段话描述了一个00后健美童男，他的肌肉异常发达，眼神充满杀气，让人看起来担心和不安。整个描述充满了负面的元素，强调了这个男孩的健康状况和行为可能会对社会和其他人造成威胁。,0
： 性价比不错，做工精致，外观尚可，很适合工科生用   这个配置和价位真的很合适，完全够用，而且小黑的质量非常不错。外观不错，我比较喜欢整体都是黑色的本本，所以我对此本非常满意！另外，本本整体感觉本本很结实！,1,这段话的情感是积极的。,1
"走不开老毛病,发热量较大，散热做得不太好,还是不如IBM,有待改进;还有独立显卡差点...",0,"这段文字的情感是消极的。

作者提到自己的一些缺点，比如发热量较大需要改进，散热做得不太好，IBM是一个更好的选择等。这些描述表明作者遇到了问题并需要改进，但是作者提到的问题并不是特别严重，也没有提供具体的解决方案。因此，这段文字的情感是消极的。",0
预定的房间给的是问题房，水泵声音太吵，地段离风景点偏了点，虫子很多。,0,这段文字的情感是消极。,0
 请多关注我们的微博、多关注我们在品质建设上的点滴改变。既要良心做人，也要良心做事，期待蒙牛由外而由内的漂亮!,1,这段话的情感是积极的。这段话鼓励人们关注微博，关注品质建设的点滴改变，并呼吁人们要良心做人，也要良心做事，期待蒙牛由外而由内的漂亮。,1
手写识别还可以,1,情感是积极的。,1
性价比不错  声效不错  摄像头效果不错     和中关村价格没差多少，早知道不在京东买了,1,这段话的情感是积极的。,1
这本书主要是讲数字集成电路的。之前从图书馆借阅过，觉得很不错，所以买了一本。这本书的一个很大的优点就是比较容易读懂，连我这样物理专业出身的人都能看懂书中的绝大多数内容。只要学过半导体器件物理、了解布尔代数基础就可以吃透书中的内容。不过需要指出的是，这本书对于MOSFET的I-V特性的数学描述与一般课堂所学的公式不一样，初看起来不大习惯。,1,这段话的情感是积极的。,1
"硬件和软件都一般.打出请勿打扰的提示,还有服务员早晨来敲门.枕头和床都不舒服.下次不会再订",0,情感是消极的。,0
1.文字的显示也显得略为粗糙。2.不支持MP3文件作为铃声。3.在取景时不支持全景拍摄。4.机带内存太小。,0,消极。,0
1.屏幕显示效果不够细腻； 2.铃声效果一般，内置图片和铃声偏少； 3.不支持Java；,0,这段文字的情感是消极的。,0
不言而喻，这款金立GN636声控手机最大的亮点，就在于它强大的智能拨号功能。它采用智能模糊语音分辨系统，无需事先录音，无需标准普通话，手机都可以根据你所说出的人名或报出的电话号码拨打相应电话。此外，金立GN636还具备一些人性化的功能，比如来电免打扰，可以礼貌、温和的拒绝不想接听的电话，比如记事本，可以提醒你不要忘记重要计划和安排。,1,这段话的情感是积极的。这段话提到了金立GN636声控手机的亮点之一是智能拨号功能，描述该功能采用智能模糊语音分辨系统，无需事先录音，无需标准普通话，根据使用者的语音指令来拨打相应的电话。此外，这段话还提到了金立GN636的一些人性化功能，如来电免打扰和记事本，这些都是积极的特点。,1
很好的东西,1,积极。,1
"面对鸦绿江大桥,附望远镜,还有飞镖,设施没话讲!下楼就是风景区很不错!",1,这段话的情感是积极的。,1
个别产品出现问题其实正常，关键是对待问题的态度要让消费者满意。从这方面来看，蒙牛的售后服务还是及时的，态度也是诚恳的。消费者唯一希望的还是食品安全。@蒙牛微客服,1,这段话的情感是积极的。,1
4399元买的，比较划算 散热控制的还可以，做工不错，对得起这个价格了,1,这段话的情感是积极的。,1
"稍微看了一下,开始满认真的,越看越觉得可能更适合已婚人士阅读吧~~~~唉,放在一边,以后需要再看咯.....",0,这段文字的情感是消极的。虽然作者提到自己稍微看了一眼，并开始认真考虑，但后面的内容显示作者对于这段文字的情感是消极的，并且表示对于这段文字的内容没有最终确定，还需要再看。,0
尼玛传说中的神物真的看见了，太可恶心了，以后坚决抵制蒙牛,0,这段文字的情感是消极的。,0
"第一次买这种所谓的畅销书,本来想受教育一下,可能哲学类的书看多了,感觉作者写的很没大脑,平淡如水...一本好书,要么能在书中受到启发,让人学会思考,要么就纯粹的务实,这本书读起来就是小女生写的东西,既不长学问,也不务实,纯粹的纸上谈兵,比较肤浅.不值得阅读..换句话说这样的书都上不了我的书架.看这样的书就是浪费时间.",0,这段话的情感是消极的。作者认为这本书并不是好书，因为它缺乏启发和务实内容，而且作者认为这本书只是小女孩写的纸上谈兵的东西，不值得一看。,0
本来忍着DOS系统买的，想到4xxx能买到这个配置也超值了， 没想到一开机竟然自带vista，感觉京东老厚道了呵呵。先用正版vista吧呵呵,1,这段话的情感是积极的。,1
要是带蓝牙、摄像头就完美了。不过价格就高上去了。 刚买一星期又跌了200元，不爽。,0,情感是消极的。,0
看到那么多热评才买的，同时一起买了《不生病的智慧》，后看的这个，觉得二本比起来，这本实在是不推荐。说的话都模棱两可、拐弯抹角的，一会感慨中医与西医，一会批判现在中医，一会说自己怎么怎么样，很不喜欢这种作者，没有大爱精神，只在乎展示自己，只想丢掉这本书！,0,这段话的情感是消极。,0
好评 就是安装用的件有点贵 花了160 建议亲们自己买东西让售后安,0,这段话的情感是消极。,0
书是挺好看的，可惜书里有几页是白纸，中间的情节还需要猜一下。,0,这段话的情感是消极的。,0
过分，怎么书面都是坏的．怎么烂书都卖？对当当网的好印象都下降了．,0,这段话的情感是消极的。,0
本人语文水平有限，不知道“勾通”和“沟通”是否通用，看到有几处用的前者，有时又用后者。故事写得很一般，至少在我看完“浮沉”以后，这个故事就显得没那么精彩，吸引人了。无非就是一个女孩子利用一个个机会往上提升的故事。人物写得不够饱满，给人印象不深刻，故事也没什么起伏的情节，比较平淡，很多人生活中都是这样过来的。也许跟我本身工作有关吧，书里的情节、故事、场景都太熟悉了，没新意，对这本书就是喜欢不起来。对职场新人有一定作用。,0,这段话的情感是消极。,0
我订了一本书，很好，只是在我看的时候，我发现少了一页，后来我申请换货，结果当当网也不管我。所以建议大家，不要在当当买东西。我说完了，谢谢。,0,这段话的情感是消极。,0
自带的VISTA换XP有的难过，花天时间慢慢搞吧，不过都是本本的通病,0,"这段话的情感是消极的。 

作者提到了自己需要花天时间慢慢搞，这意味着他或她可能遇到了一些困难，这暗示了换操作系统可能并不是一件简单的事情，可能会需要付出一定的时间和精力。此外，作者还提到了本本的通病，这可能意味着在本本的系统中，更换操作系统也可能会存在一些问题，这进一步加剧了作者的消极情感。因此，整个段落的情感是消极的。",0
"造假成分比较多,包装极差,根本不会值150元.说节省120元,有欺骗行为",0,这段文字的情感是消极的。,0
疑似返修机！理由： 1.键盘上面音乐快捷键的贴膜有6条划痕。 2.右下角的“闪联”贴膜翻脚。 3.底面的所有的螺丝都有被拧过的痕迹，漆很明显地掉了。,0,这段话的情感是消极。,0
"待机时间太断,垃圾....",0,这段文字的情感是消极的。,0
太常识性的东西了稍微有些英文基础的人都不会犯这些错误建议没什么英文基础的人拿去当笑话读读还可以,0,"这段话的情感是消极的。

尽管提到了一些常识性的内容，但作者表达了对这些错误的认可和嘲笑的态度，因此情感是消极的。作者还建议没有任何英文基础的人读这些错误，这被视为是一种嘲笑和侮辱，因此情感也是消极的。",0
蒙牛，加个A会死啊？ 英语不好害死人哪~,0,情感上是消极的。,0
 喝了蒙牛被打的很惨的这猴子被打的很惨啊。。 能不能告诉我这货是不是喝了蒙牛？,0,这段话的情感是消极的。,0
1月6日的订单日，1月27日还没到当地邮局，当当客服（一男的）还不给查，当当的服务太差！失望呀，看来我得另寻高枝了！,0,这段话的情感是消极的。,0
和老版没有什么不同，没意识，钱花糟了,0,这段话的情感是消极的。,0
1、样子还算漂亮； 2、性价比还算是比较高的； 3、屏幕很好，亮度够；,1,这段话的情感是积极的。,1
"#股市-汇市-期市-行情#中国人的记忆力太差了,想伊利蒙牛双汇这种企业就应该让他倒闭,现在的所有白酒股也一样,一文不值",0,这段话的情感是消极的。,0
服务态度还可以，离景点也近，一入住的时候觉的还不错，可是晚上被咯吱咯吱的声音惊醒，还以为是床的质量不好，可是一开灯，发现一只老鼠正在肯我带去的小麻花，而且还和我们对视一分钟后才跑了。 把我恶心的把所有的零食全扔了。告诉酒店，前台说让服务员过去看一下，难道老鼠还会乖乖的等你来看吗？退房的时候又提起此事，找经理说没上班，一句对不起就把我们给打发了。小地方的酒店真的不能住啊！,0,这段话的情感是消极。,0
这本书把职场的各种规则用写一个人物的写作方式给体现得淋漓尽致。难怪他是目前最热销的图书之一。值得一看。,0,这段文字的情感是积极的。,1
买了就后悔了，没什么用，趣味性也不强,0,这段话的情感是消极。,0
挺好。,1,这段话的情感是积极的。,1
服务员太差，房间很吵，隔音不好，房间味道很重，很一般，不如稀土国际大酒店好，收费有低，还是四星，服务很好，离火车站方便,0,这段话的情感是消极的。,0
发现蒙牛蒂兰圣雪冰淇淋还不错，近期就吃这个了！,1,这段话的情感是积极的。,1
不是很专业的，就是作者个人的一些体验，并不适用于所有人。,0,这段话的情感是消极的。,0
我是一名学广告设计专业的大三学生，上次跟朋友去海图看书，无意中发现了《英语口语900句》一书，首先这本书的封面吸引了我，翻开一看，第一感觉就是爽，相比起国内的一些英语系列的书，使而显得特有味，非常耐看，而且内容也很丰富，还增添了一些插图，从而使阅读起来非常轻松。感觉很值，很有用。 书里面很全面，衣食住行什么都讲到了，非常好！！！极力推荐 随书附赠的光碟也不错，发音很标准,1,这段话的情感是积极的。,1
听介绍想拿此书弥补英文上的一点翻译陋习，显然粗看了此书后，对于读完高中英语的人们来说，此书内容太浅了，里面的例子的图片貌似都是网上截图的说。另外我买了一大堆书就这本质量有问题，书脊都被压坏了，申请换书居然麻烦到让人发指，可笑的是申请退书居然简单到让人抓狂。静静的等待退书中……,0,这段话的情感是消极的。,0
价格低，本子不怎么缩水，屏幕很清楚，样子比图片好看，还有赠品,1,这段话的情感是积极的。,1
外观漂亮，性能也不错加了个2G内存，换了XP系统。用起来不错，屏幕很好,1,这段话的情感是积极的。,1
好长时间没有这么快读完一本书了。能够抓住读者心理写故事，语言浅显而又引人入胜。在现在快节奏的生活中不失为一种很好的消遣方式。正好教学刘基的《卖柑者言》，大多数学生对他不了解，学生不喜欢教科书上对刘基庄重而又冷冰冰的介绍哦。我趁此借用这本书上看来的，并把它换成了轻松的语言，又穿插了几个小故事，学生们很感兴趣且很快对刘基有了些了解。我还向学生推荐了这本书。谢谢《明朝那些事儿》。我还想再买几本读下去啊！,0,这段话的情感是积极的。,1
我也裸辞过，辞掉了多少人的期待，那些岁月我哪来的勇气和毅力啊，感谢王哥，感谢蒙牛,1,这段话的情感是积极的。,1
散热效果很不错，机子配置不错，价钱相对便宜，性价比不错 ，值得推荐！,1,这段话的情感是积极的。,1
蒙牛丢人了…,0,这段话的情感是消极的。,0
任何教育手段都比不上家长的言传身教。读了这本书，我真是出了一身冷汗啊，原来愤怒也会遗传。想想自己平日里给孩子留下的不良影响，真是太可怕了。当我读了第二遍后，我才发现，家庭教育根本不需要舍近求远的去学那么多书，我们其实只要做好父母这个职责就可以了，我们其实只要不把坏的行为“遗传”给孩子就可以了。谢谢这本书的出版社，让复杂的家庭教育变的简单了。,1,这段话的情感是积极的。作者描述了阅读本书后的收获，强调了家长言传身教的重要性，并指出了愤怒也会遗传这一事实，表达了对自己平时不良影响的反思。尽管作者提到了一些教育手段的重要性，但整体情感是积极的，表达了对家庭教育的简单化感激之情。,1
"没有大家说得那么好啦.感觉有点太牵强.也不是很容易帮助记忆.我都是学英文得了,也觉得难,更不用说没有学英文得读者了,我想.",0,这段话的情感是消极。,0
价格实惠，外观也不错。  内置音箱音量比一般的都大。我的音箱接上去相对来说都小声了。,1,这段话的情感是积极的。,1
就是装机时，要先进BIOS设置，改一下硬盘传输方式，那成IDE的，先前不知道，搞得装个XP系统 ，费了好久时间啊。,0,这段话的情感是消极的。其中提到了由于不知道硬盘传输方式要先进BIOS设置才能更改，这意味着可能存在一些未知风险和不可控因素。此外，装XP系统需要很长时间，这也暗示了可能存在一些困难或挑战。,0
一本书下来 也没多少单词 不划算的 劝大家别买 浪费钱,0,这段话的情感是消极的。,0
哈哈～我不喝蒙牛的！ 太惊悚了 @凌乱的vinal,0,这段话的情感是消极的。,0
不要跟据某些人(qian shou)的评论买本书.,0,这段话的情感是积极的。,1
看过了，不怎么样，绝没有吹嘘的那样。建议还是捂紧钱包。,0,这段文字的情感是消极的。,0
《菲菲生气了》告诉孩子，生气是一种很正常的情绪反应，常常是由于自己感到受到了冒犯才引起的。书里有一个很好的比喻来说明生气时的状态：里面好像有一个大火山要爆发。有一次，我快满四岁的女儿发脾气，我就跟她讲，我觉得你里面好像有一个大火山，让我感到很不舒服，我很想躲开你，离得远远的......她听了以后，沉思了一会儿，也许是想到了书中的有关情节，明白了什么，很快就平静下来了......,1,这段话的情感是积极的。,1
操作系统安装得太弱智了！ 居然就分2个区，一个是华硕工具区，剩下的容量分成了一个大区装winxp！会用电脑的哪个不是单独分个数据区的；何况系统只要20G够了。 弄的我还得重新分区安装系统，火大！,0,这段话的情感是消极的。,0
太差了，空调的噪音很大，设施也不齐全，携程怎么会选择这样的合作伙伴,0,这段文字的情感是消极的。,0
先买了《不一样的卡梅拉》的前六册给儿子，每天晚上睡觉前都和他躺在被窝儿里读，我们俩都很喜欢。喜欢书上俏皮的图画，喜欢作者丰富的想象力。后来第七册《我要找到朗朗》刚一出，我就赶紧买来和儿子一起分享了。我们热切地期待着《不一样的卡梅拉》的第八册、第九册、第十册.......。因为我们喜欢卡梅拉、皮迪克、卡梅拉多、卡门带给我们的各种各样的、充满想象力的故事。,0,这段话的情感是积极的。,1
不好意思，刚才上传错了另一本书的评论，因为买了几十本书，搞混了。我和孩子都非常喜欢这个系列三本，还经常就内容在一起讨论，我还准备暑假带他做一些昆虫标本呢！,1,这段文字的情感是积极的。,1
刚刚拿到一部，用着还不错，MP3能存6到7首，够用了装多了也没用，只是偶尔才听，电池我还要打电话用。摄像头200W像素，圣诞的时候跟GF去拍夜景，效果还可以。,1,这段话的情感是积极的。,1
经济实惠，房间毛巾不够白，千万要住8层以上，4层的KTV太吵了！,1,"这段话的情感是消极的。

这段话提到了几个因素，其中有些是负面的，比如房间毛巾不够白，住在8层以上可能会有些噪音干扰，而住在4层的KTV附近可能会更吵。这些因素组合在一起，导致了一种消极的情感，即对住房条件的不满意或者困扰。",0
所以不要买蒙牛,0,这段话的情感是消极的。,0
1、键盘按键不方便2、反应台迟钝，笔划输入的时候，非常慢。3、拨电话号码时不方便，想在已拨的号码上修改几位数字是不可能的。4、待机时间太短，比他的广告吹的差了十万八千里。还没有座充，非常麻烦,0,消极。,0
声音有爆音，安装系统，驱动非常麻烦，我是专业人员还搞了一天的时间,0,这段话的情感是消极的。,0
一个月内买了2台，总体来说还算不错，买完后立刻安装了xp，vista实在是难使...,1,这段话的情感是消极的。,0
一开始我是看了当当上的推荐，说不一样的卡梅拉这套书是亚马逊的五星级图书，大家的评论也非常好。因为我儿子非常好动，基本上很少安静的坐着看书，我就抱着将信将疑的态度买了一套。然而让我大吃一惊的是，这套书买回家后，儿子就彻底的被迷住了，从幼儿园回来后天天晚上都要听卡梅拉的故事，看到有趣的地方还会发自内心的哈哈大笑，感谢当当的推荐，这么一套好书，让我儿子从此爱上了看书。,1,这段话的情感是积极的。,1
1.没有鼠标和包 2.沉了点 3.操作系统是个败笔，安装起来真麻烦。。。我断续花了差不多20个小时才搞定，最后还有三个未知硬件，直接禁用了 4.随机盘的xp驱动不全，官网不提供下载。,0,"这段话的情感是消极的。

1. 描述缺乏鼠标和包，暗示可能缺乏必要的工具或设备，可能会影响生产力。

2. 描述沉点，暗示可能不舒适或不适合使用，可能会影响使用体验。

3. 描述安装操作系统的过程是麻烦的，暗示可能需要花费时间和精力来解决，可能会影响工作效率。

4. 描述随机盘的 XP 驱动不全，官网不提供下载，暗示可能缺乏必要的软件或驱动程序，可能会影响电脑性能。",0
这本书，让我觉得很不值得买。关于毕淑敏的犀利洒脱细腻，在这本小说中无法得以体现。似乎迎合了目前一部分低层次读者的需要，有些媚俗之嫌。很想退掉。因为，我直接没有看完。,0,这段话的情感是消极的。作者表达了对这本书的不满，认为它没有满足自己的需求，同时表达了一些媚俗的感觉。作者也没有完成阅读，因此表达了自己的失望和犹豫。,0
这本书装订得很差，拿到书没看一天，就裂成好几份了。仔细一看，这书是立面贴了一长条胶状，所有的书页都靠这层胶粘着，很容易就分裂了。,0,这段文字的情感是消极的。作者描述了这本书的装订很差，书页容易分裂，这暗示了书的质量和可靠性出现了问题。作者还指出了装订的不好是因为书立面贴了一长条胶状，这意味着书的构造和材料存在问题，书页可能无法牢固地粘在一起，这进一步说明了书的质量和可靠性受到了影响。因此，整个段落的情感是消极的，表达了作者对这本书的不满意。,0
还没有安装...,1,无法确定该语句的情感，因为该语句中没有任何关于积极的反馈或描述。,-1
天哪，儿子简直超级喜欢轱辘轱辘转，买回来不到一个月几乎就翻烂了。现在可以说对这本书是倒背如流，随你反倒那一页，他就知道前面一页是什么，后面一页是什么。,0,这段文字的情感是积极的。,1
订的单人间，结果没宽带，换了商务单人间，却是在后面的贵宾楼---一座四层小楼里。房间条件很一般，不过就是撤了一张床的标间。窗外就是院墙。房间隔音很差，听得到隔壁的鼾声。,0,这段话的情感是消极的。,0
10月初回黑龙江的时候住了一晚，我所有的评价都是基于齐齐哈尔本地的情况做的，我觉得没办法和北京、上海等大城市的同级别酒店比较。周边环境还不错，楼下基本随时有出租车等着，附近还有商场和超市。服务很好，主动热情，雨伞忘服务台了，很主动的提醒我。没有骚扰电话。稍微有点噪音，走廊的服务台的电话声偶尔能听到。没带电脑，网络情况不知道。因为火车时间的问题，本来打算延迟一小时退房，服务台主动给延长了2个小时。中央空调也还好，不知道冬天会怎么样，淋浴热水很好。,1,这段话的情感是积极的。,1
性价比太低，太低。还用彩页印刷。真是的。,0,消极。,0
看到大家很多好评，也对它产生好奇，不过自己买来看后并没什么特别的感觉，看来书没有好不好看，只有合不合适。,0,这段话的情感是消极的。,0
这东西好贵呀。什么香蕉味牛奶，什么banana，那个什么提议让自己蒙牛光明，也来个香蕉味的牛奶，肯定不会卖这么贵！哼哼哼╭(╯^╰)╮,1,这段话的情感是消极的。其中包含了对昂贵物品的不满和对购买者的批评，表达了对价格高和购买者不明智的行为的抱怨。,0
"输入法太慢,拍照反应慢,有许多MP3不能播放,强烈不满:电话本库存不下没有提示,甚至把我所有客户号码,短消息自动清零,因为我没有备份,导致我损失惨重,赔我!",0,这段话的情感是消极的。,0
书在25号就到啦、今天闲下来来评分、鸡冻中、要重新再看一遍、封面毛毛的质感个人很喜、字体也大比、、大很多希望爱莫的深刻能够深入每个人的心里、以上——四四,1,这段话的情感是积极的。,1
当当网中到底有没有这本书啊?????为什么要留下钱而不发书?????这这真让人扫兴!!!!!!,0,这段话的情感是消极的。,0
"不错的酒店,性价比可以.交通方便,公司很多客人选择这里.",1,积极。,1
酒店环境、设施不错，空间比较大，有液晶电视，这个价格在香港应该还算不错的。交通也还算方便，bus比较方便，不过离地铁好像比较远。不过在香港如果5个人拼出租车是很算的（香港的出租车可以坐5个人）。周边也比较热闹。不错的选择。,1,这段话的情感是积极的。,1
